,activity,name,location,type,unit,code
7105,5338,"Manufacture of motor vehicles, trailers and semi-trailers",RU,process,Meuro,"RU-Manufacture of motor vehicles, trailers and semi-trailers (34)"
7106,253,"Manufacture of medical, precision and optical instruments, watches and clocks",AT,process,ton,"AT-Manufacture of medical, precision and optical instruments, watches and clocks (33)"
7107,4110,Poultry farming,MT,process,ton,MT-Poultry farming
7108,3929,Landfill of waste: Textiles,LT,process,ton,LT-Landfill of waste: Textiles
7109,3290,Poultry farming,IT,process,ton,IT-Poultry farming
7110,3664,Petroleum Refinery,LV,process,ton,LV-Petroleum Refinery
7111,1386,Re-processing of secondary preciuos metals into new preciuos metals,CZ,process,ton,CZ-Re-processing of secondary preciuos metals into new preciuos metals
7112,2956,Cultivation of oil seeds,ID,process,ton,ID-Cultivation of oil seeds
7113,1343,Quarrying of stone,CZ,process,ton,CZ-Quarrying of stone
7114,5738,Private households with employed persons,SI,process,Meuro,SI-Private households with employed persons (95)
7115,76,Re-processing of secondary aluminium into new aluminium,AU,process,ton,AU-Re-processing of secondary aluminium into new aluminium
7116,2058,"Manufacture of motor vehicles, trailers and semi-trailers",FR,process,Meuro,"FR-Manufacture of motor vehicles, trailers and semi-trailers (34)"
7117,1187,Processing of dairy products,CY,process,ton,CY-Processing of dairy products
7118,3102,"Composting of paper and wood, incl. land application",ID,process,ton,"ID-Composting of paper and wood, incl. land application"
7119,1393,Other non-ferrous metal production,CZ,process,ton,CZ-Other non-ferrous metal production
7120,4817,P- and other fertiliser,PL,process,ton,PL-P- and other fertiliser
7121,6265,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",SE,process,ton,"SE-Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c."
7122,444,Retail sale of automotive fuel,BE,process,Meuro,BE-Retail sale of automotive fuel
7123,2053,Manufacture of machinery and equipment n.e.c.,FR,process,ton,FR-Manufacture of machinery and equipment n.e.c. (29)
7124,5299,Pulp,RU,process,ton,RU-Pulp
7125,5474,Chemicals nec,SK,process,ton,SK-Chemicals nec
7126,2463,"Cultivation of vegetables, fruit, nuts",HU,process,ton,"HU-Cultivation of vegetables, fruit, nuts"
7127,5961,Processing of nuclear fuel,KR,process,TJ,KR-Processing of nuclear fuel
7128,1354,Processing of Food products nec,CZ,process,ton,CZ-Processing of Food products nec
7129,6290,"Plastics, basic",SE,process,ton,"SE-Plastics, basic"
7130,6940,Re-processing of secondary paper into new pulp,US,process,ton,US-Re-processing of secondary paper into new pulp
7131,1053,Re-processing of ash into clinker,CN,process,ton,CN-Re-processing of ash into clinker
7132,3708,Production of electricity by petroleum and other oil derivatives,LV,process,TJ,LV-Production of electricity by petroleum and other oil derivatives
7133,6306,Re-processing of secondary preciuos metals into new preciuos metals,SE,process,ton,SE-Re-processing of secondary preciuos metals into new preciuos metals
7134,1540,Manufacture of glass and glass products,DK,process,ton,DK-Manufacture of glass and glass products
7135,2692,"Manufacture of cement, lime and plaster",HR,process,ton,"HR-Manufacture of cement, lime and plaster"
7136,5582,Cultivation of plant-based fibers,SI,process,ton,SI-Cultivation of plant-based fibers
7137,1776,Public administration and defence; compulsory social security,EE,process,Meuro,EE-Public administration and defence; compulsory social security (75)
7138,2453,Landfill of waste: Textiles,GR,process,ton,GR-Landfill of waste: Textiles
7139,548,Petroleum Refinery,BR,process,ton,BR-Petroleum Refinery
7140,5694,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",SI,process,Meuro,"SI-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
7141,246,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,AT,process,ton,AT-Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
7142,176,Animal products nec,AT,process,ton,AT-Animal products nec
7143,5874,Research and development,ZA,process,Meuro,ZA-Research and development (73)
7144,986,Cultivation of cereal grains nec,CN,process,ton,CN-Cultivation of cereal grains nec
7145,51,Pulp,AU,process,ton,AU-Pulp
7146,3856,"Manufacture of fabricated metal products, except machinery and equipment",LT,process,ton,"LT-Manufacture of fabricated metal products, except machinery and equipment (28)"
7147,6605,Manufacture of tobacco products,TR,process,ton,TR-Manufacture of tobacco products (16)
7148,5930,Mining of nickel ores and concentrates,KR,process,ton,KR-Mining of nickel ores and concentrates
7149,7376,"Recreational, cultural and sporting activities",WL,process,Meuro,"WL-Recreational, cultural and sporting activities (92)"
7150,1731,Manufacture of other transport equipment,EE,process,Meuro,EE-Manufacture of other transport equipment (35)
7151,782,Supporting and auxiliary transport activities; activities of travel agencies,BG,process,Meuro,BG-Supporting and auxiliary transport activities; activities of travel agencies (63)
7152,5768,Mining of precious metal ores and concentrates,ZA,process,ton,ZA-Mining of precious metal ores and concentrates
7153,560,"Manufacture of cement, lime and plaster",BR,process,ton,"BR-Manufacture of cement, lime and plaster"
7154,7825,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",WM,process,Meuro,"WM-Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)"
7155,7704,"Recreational, cultural and sporting activities",WF,process,Meuro,"WF-Recreational, cultural and sporting activities (92)"
7156,7480,Production of electricity by petroleum and other oil derivatives,WE,process,TJ,WE-Production of electricity by petroleum and other oil derivatives
7157,4501,Precious metals production,NL,process,ton,NL-Precious metals production
7158,4382,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",MX,process,Meuro,"MX-Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)"
7159,5353,Production of electricity by Geothermal,RU,process,TJ,RU-Production of electricity by Geothermal
7160,5181,Production of electricity by nuclear,RO,process,TJ,RO-Production of electricity by nuclear
7161,6625,Re-processing of secondary glass into new glass,TR,process,ton,TR-Re-processing of secondary glass into new glass
7162,6211,Incineration of waste: Textiles,ES,process,ton,ES-Incineration of waste: Textiles
7163,4660,"Manufacture of cement, lime and plaster",NO,process,ton,"NO-Manufacture of cement, lime and plaster"
7164,7305,"Manufacture of medical, precision and optical instruments, watches and clocks",WL,process,ton,"WL-Manufacture of medical, precision and optical instruments, watches and clocks (33)"
7165,4199,Production of electricity by wind,MT,process,TJ,MT-Production of electricity by wind
7166,5016,Production of electricity by gas,PT,process,TJ,PT-Production of electricity by gas
7167,339,Meat animals nec,BE,process,ton,BE-Meat animals nec
7168,4696,"Production of electricity by tide, wave, ocean",NO,process,TJ,"NO-Production of electricity by tide, wave, ocean"
7169,6722,Private households with employed persons,TR,process,Meuro,TR-Private households with employed persons (95)
7170,5956,Re-processing of secondary paper into new pulp,KR,process,ton,KR-Re-processing of secondary paper into new pulp
7171,7511,Real estate activities,WE,process,Meuro,WE-Real estate activities (70)
7172,7251,Processing of meat pigs,WL,process,ton,WL-Processing of meat pigs
7173,3132,"Manure treatment (biogas), storage and land application",IE,process,ton,"IE-Manure treatment (biogas), storage and land application"
7174,6970,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,US,process,ton,US-Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
7175,54,"Publishing, printing and reproduction of recorded media",AU,process,ton,"AU-Publishing, printing and reproduction of recorded media (22)"
7176,1009,Mining of copper ores and concentrates,CN,process,ton,CN-Mining of copper ores and concentrates
7177,6134,Manufacture of ceramic goods,ES,process,ton,ES-Manufacture of ceramic goods
7178,4070,Research and development,LU,process,Meuro,LU-Research and development (73)
7179,3029,"Lead, zinc and tin production",ID,process,ton,"ID-Lead, zinc and tin production"
7180,3113,Other service activities,ID,process,Meuro,ID-Other service activities (93)
7181,3745,Education,LV,process,Meuro,LV-Education (80)
7182,1867,Manufacture of rubber and plastic products,FI,process,ton,FI-Manufacture of rubber and plastic products (25)
7183,711,Manufacture of coke oven products,BG,process,ton,BG-Manufacture of coke oven products
7184,2640,"Manure treatment (biogas), storage and land application",HR,process,ton,"HR-Manure treatment (biogas), storage and land application"
7185,4055,Hotels and restaurants,LU,process,Meuro,LU-Hotels and restaurants (55)
7186,2519,Re-processing of secondary plastic into new plastic,HU,process,ton,HU-Re-processing of secondary plastic into new plastic
7187,1560,"Manufacture of fabricated metal products, except machinery and equipment",DK,process,ton,"DK-Manufacture of fabricated metal products, except machinery and equipment (28)"
7188,4351,Manufacture of electrical machinery and apparatus n.e.c.,MX,process,ton,MX-Manufacture of electrical machinery and apparatus n.e.c. (31)
7189,2089,Other land transport,FR,process,Meuro,FR-Other land transport
7190,1055,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,CN,process,ton,CN-Manufacture of basic iron and steel and of ferro-alloys and first products thereof
7191,720,Manufacture of glass and glass products,BG,process,ton,BG-Manufacture of glass and glass products
7192,373,Manufacture of tobacco products,BE,process,ton,BE-Manufacture of tobacco products (16)
7193,1945,Incineration of waste: Plastic,FI,process,ton,FI-Incineration of waste: Plastic
7194,6388,Landfill of waste: Inert/metal/hazardous,SE,process,ton,SE-Landfill of waste: Inert/metal/hazardous
7195,3514,Manufacture of other non-metallic mineral products n.e.c.,JP,process,ton,JP-Manufacture of other non-metallic mineral products n.e.c.
7196,3071,Hotels and restaurants,ID,process,Meuro,ID-Hotels and restaurants (55)
7197,6026,Transport via pipelines,KR,process,Meuro,KR-Transport via pipelines
7198,7692,"Biogasification of sewage slugde, incl. land application",WF,process,ton,"WF-Biogasification of sewage slugde, incl. land application"
7199,1413,Production of electricity by biomass and waste,CZ,process,TJ,CZ-Production of electricity by biomass and waste
7200,116,Retail sale of automotive fuel,AU,process,Meuro,AU-Retail sale of automotive fuel
7201,6849,Air transport,GB,process,Meuro,GB-Air transport (62)
7202,508,"Manure treatment (biogas), storage and land application",BR,process,ton,"BR-Manure treatment (biogas), storage and land application"
7203,2223,Manufacture of other transport equipment,DE,process,Meuro,DE-Manufacture of other transport equipment (35)
7204,2431,Other business activities,GR,process,Meuro,GR-Other business activities (74)
7205,2392,Production of electricity by gas,GR,process,TJ,GR-Production of electricity by gas
7206,7865,Landfill of waste: Textiles,WM,process,ton,WM-Landfill of waste: Textiles
7207,1394,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,CZ,process,ton,CZ-Re-processing of secondary other non-ferrous metals into new other non-ferrous metals
